Name,Disaster,Begin_Date,End_Date,Total CPI-Adjusted Cost (Millions of Dollars),Deaths,State
North Central and Eastern Severe Weather (July 2022),Severe Storm,7/22/22,7/24/22,0,0,VA
North Central and Eastern Severe Weather (July 2022),Severe Storm,7/22/22,7/24/22,0,0,MD
North Central and Eastern Severe Weather (July 2022),Severe Storm,7/22/22,7/24/22,0,0,NY
Kentucky and Missouri Flooding (July 2022),Flooding,7/26/22,7/28/22,1494.3,42,KY
Kentucky and Missouri Flooding (July 2022),Flooding,7/26/22,7/28/22,0,0,MO
Hurricane Fiona (September 2022),Tropical Cyclone,9/17/22,9/18/22,2560.2,25,PR
Hurricane Ian (September 2022),Tropical Cyclone,9/28/22,9/30/22,114036,152,FL
Hurricane Nicole (November 2022),Tropical Cyclone,11/10/22,11/11/22,1030.2,5,FL
Western Wildfires (Spring-Fall 2022),Wildfire,4/1/22,11/30/22,3172.2,17,NM
Western Wildfires (Spring-Fall 2022),Wildfire,4/1/22,11/30/22,0,0,OR
Western Wildfires (Spring-Fall 2022),Wildfire,4/1/22,11/30/22,0,0,ID
Western Wildfires (Spring-Fall 2022),Wildfire,4/1/22,11/30/22,0,0,MT
Western Wildfires (Spring-Fall 2022),Wildfire,4/1/22,11/30/22,0,0,CA
Western Wildfires (Spring-Fall 2022),Wildfire,4/1/22,11/30/22,0,0,AK
Central and Eastern Winter Storm and Cold Wave (December 2022),Winter Storm,12/21/22,12/26/22,8529.7,87,TX
Central and Eastern Winter Storm and Cold Wave (December 2022),Winter Storm,12/21/22,12/26/22,0,0,ME
Central and Eastern Winter Storm and Cold Wave (December 2022),Winter Storm,12/21/22,12/26/22,0,0,NY
Western/Central Drought and Heat Wave (2022),Drought,1/1/22,12/31/22,22432.5,136,AZ
Western/Central Drought and Heat Wave (2022),Drought,1/1/22,12/31/22,0,0,NV
Western/Central Drought and Heat Wave (2022),Drought,1/1/22,12/31/22,0,0,CA
Western/Central Drought and Heat Wave (2022),Drought,1/1/22,12/31/22,0,0,OR
Western/Central Drought and Heat Wave (2022),Drought,1/1/22,12/31/22,0,0,TX
Northeastern Winter Storm / Cold Wave (February 2023),Winter Storm,2/2/23,2/5/23,1611,1,MA
Northeastern Winter Storm / Cold Wave (February 2023),Winter Storm,2/2/23,2/5/23,0,0,WA
Northeastern Winter Storm / Cold Wave (February 2023),Winter Storm,2/2/23,2/5/23,0,0,NH
South and Eastern Severe Weather (March 2023),Tornadoes,3/2/23,3/3/23,4473,13,TX
South and Eastern Severe Weather (March 2023),Tornadoes,3/2/23,3/3/23,0,0,AL
South and Eastern Severe Weather (March 2023),Tornadoes,3/2/23,3/3/23,0,0,MS
South and Eastern Severe Weather (March 2023),Tornadoes,3/2/23,3/3/23,0,0,TN
South and Eastern Severe Weather (March 2023),Tornadoes,3/2/23,3/3/23,0,0,KY
South and Eastern Severe Weather (March 2023),Tornadoes,3/2/23,3/3/23,0,0,IN
South and Eastern Severe Weather (March 2023),Tornadoes,3/2/23,3/3/23,0,0,OH
California Flooding (December 2022 - March 2023),Flooding,12/26/22,3/19/23,3535,22,CA
South and Eastern Severe Weather (April 2023),Severe Storm,3/24/23,3/26/23,1895,23,MS
South and Eastern Severe Weather (April 2023),Severe Storm,3/24/23,3/26/23,0,0,AL
South and Eastern Severe Weather (April 2023),Severe Storm,3/24/23,3/26/23,0,0,GA
South and Eastern Severe Weather (April 2023),Severe Storm,3/24/23,3/26/23,0,0,TN
South and Eastern Severe Weather (April 2023),Severe Storm,3/24/23,3/26/23,0,0,OH
South and Eastern Severe Weather (April 2023),Severe Storm,3/24/23,3/26/23,0,0,WV
South and Eastern Severe Weather (April 2023),Severe Storm,3/24/23,3/26/23,0,0,PA
Central Tornado Outbreak and Eastern Severe Weather (March 2023),Severe Storm,3/31/23,4/1/23,4336,33,IL
Central Tornado Outbreak and Eastern Severe Weather (March 2023),Severe Storm,3/31/23,4/1/23,0,0,IN
Central Tornado Outbreak and Eastern Severe Weather (March 2023),Severe Storm,3/31/23,4/1/23,0,0,OH
Central Tornado Outbreak and Eastern Severe Weather (March 2023),Severe Storm,3/31/23,4/1/23,0,0,MO
Central Tornado Outbreak and Eastern Severe Weather (March 2023),Severe Storm,3/31/23,4/1/23,0,0,IA
Central Tornado Outbreak and Eastern Severe Weather (March 2023),Severe Storm,3/31/23,4/1/23,0,0,AR
Central Tornado Outbreak and Eastern Severe Weather (March 2023),Severe Storm,3/31/23,4/1/23,0,0,TN
Central Tornado Outbreak and Eastern Severe Weather (March 2023),Severe Storm,3/31/23,4/1/23,0,0,PA
Central and Eastern Severe Weather (April 2023),Severe Storm,4/4/23,4/6/23,2206,5,IL
Central and Eastern Severe Weather (April 2023),Severe Storm,4/4/23,4/6/23,0,0,KY
Central and Eastern Severe Weather (April 2023),Severe Storm,4/4/23,4/6/23,0,0,IA
Central and Eastern Severe Weather (April 2023),Severe Storm,4/4/23,4/6/23,0,0,IN
Central and Eastern Severe Weather (April 2023),Severe Storm,4/4/23,4/6/23,0,0,OH
Central and Eastern Severe Weather (April 2023),Severe Storm,4/4/23,4/6/23,0,0,MO
Central and Eastern Severe Weather (April 2023),Severe Storm,4/4/23,4/6/23,0,0,MI
Central and Southern Severe Weather (April 2023),Severe Storm,4/15/23,4/15/23,1024,0,MO
Central and Southern Severe Weather (April 2023),Severe Storm,4/15/23,4/15/23,0,0,AR
Central and Southern Severe Weather (April 2023),Severe Storm,4/15/23,4/15/23,0,0,IL
Central and Southern Severe Weather (April 2023),Severe Storm,4/15/23,4/15/23,0,0,TX
Central and Southern Severe Weather (April 2023),Severe Storm,4/15/23,4/15/23,0,0,LA
Central and Southern Severe Weather (April 2023),Severe Storm,4/15/23,4/15/23,0,0,FL
Central Severe Weather (April 2023),Severe Storm,4/19/23,4/20/23,1900,1,OK
Central Severe Weather (April 2023),Severe Storm,4/19/23,4/20/23,0,0,TX
Central Severe Weather (April 2023),Severe Storm,4/19/23,4/20/23,0,0,MO
Central Severe Weather (April 2023),Severe Storm,4/19/23,4/20/23,0,0,NE
Central Severe Weather (April 2023),Severe Storm,4/19/23,4/20/23,0,0,KS
Central Severe Weather (April 2023),Severe Storm,4/19/23,4/20/23,0,0,IA
Central Severe Weather (April 2023),Severe Storm,4/19/23,4/20/23,0,0,IL
Central Severe Weather (April 2023),Severe Storm,4/19/23,4/20/23,0,0,WI
Central Severe Weather (May 2023),Severe Storm,5/6/23,5/8/23,1100,1,MO
Central Severe Weather (May 2023),Severe Storm,5/6/23,5/8/23,0,0,IL
Central Severe Weather (May 2023),Severe Storm,5/6/23,5/8/23,0,0,IA
Central Severe Weather (May 2023),Severe Storm,5/6/23,5/8/23,0,0,IN
Central Severe Weather (May 2023),Severe Storm,5/6/23,5/8/23,0,0,KY
Central Severe Weather (May 2023),Severe Storm,5/6/23,5/8/23,0,0,TN
Central Severe Weather (May 2023),Severe Storm,5/6/23,5/8/23,0,0,SC
Central Severe Weather (May 2023),Severe Storm,5/6/23,5/8/23,0,0,TX
Central and Eastern Tornadoes and Hail stroms (May 2023),Severe Storm,5/10/23,5/12/23,2400,1,CO
Central and Eastern Tornadoes and Hail stroms (May 2023),Severe Storm,5/10/23,5/12/23,0,0,KS
Central and Eastern Tornadoes and Hail stroms (May 2023),Severe Storm,5/10/23,5/12/23,0,0,OK
Central and Eastern Tornadoes and Hail stroms (May 2023),Severe Storm,5/10/23,5/12/23,0,0,NE
Central and Eastern Tornadoes and Hail stroms (May 2023),Severe Storm,5/10/23,5/12/23,0,0,TX
Central and Eastern Tornadoes and Hail stroms (May 2023),Severe Storm,5/10/23,5/12/23,0,0,ND
Texas Hail Storms (May 2023),Severe Storm,5/18/23,5/19/23,1000,0,TX
Southern Severe Weather(June 2023),Severe Storm,6/11/23,6/14/23,2600,0,TX
Southern Severe Weather(June 2023),Severe Storm,6/11/23,6/14/23,0,0,LA
Southern Severe Weather(June 2023),Severe Storm,6/11/23,6/14/23,0,0,MS
Southern Severe Weather(June 2023),Severe Storm,6/11/23,6/14/23,0,0,AL
Southern Severe Weather(June 2023),Severe Storm,6/11/23,6/14/23,0,0,GA
Southern Severe Weather(June 2023),Severe Storm,6/11/23,6/14/23,0,0,TN
Southern Severe Weather(June 2023),Severe Storm,6/11/23,6/14/23,0,0,AR
Southern Severe Weather(June 2023),Severe Storm,6/11/23,6/14/23,0,0,SC
Southern Severe Weather(June 2023),Severe Storm,6/11/23,6/14/23,0,0,FL
Central and Southern Severe Weather (June 2023),Severe Storm,6/15/23,6/18/23,2600,5,OK
Central and Southern Severe Weather (June 2023),Severe Storm,6/15/23,6/18/23,0,0,TX
Central and Southern Severe Weather (June 2023),Severe Storm,6/15/23,6/18/23,0,0,MI
Central and Southern Severe Weather (June 2023),Severe Storm,6/15/23,6/18/23,0,0,GA
Central and Southern Severe Weather (June 2023),Severe Storm,6/15/23,6/18/23,0,0,FL
Central and Southern Severe Weather (June 2023),Severe Storm,6/15/23,6/18/23,0,0,AR
Central and Southern Severe Weather (June 2023),Severe Storm,6/15/23,6/18/23,0,0,OH
Rockies Hail Stroms and Central and Eastern Severe Weather,Severe Storm,6/21/23,6/26/23,3300,8,CO
Rockies Hail Stroms and Central and Eastern Severe Weather,Severe Storm,6/21/23,6/26/23,0,0,MI
Rockies Hail Stroms and Central and Eastern Severe Weather,Severe Storm,6/21/23,6/26/23,0,0,WV
Rockies Hail Stroms and Central and Eastern Severe Weather,Severe Storm,6/21/23,6/26/23,0,0,IA
Rockies Hail Stroms and Central and Eastern Severe Weather,Severe Storm,6/21/23,6/26/23,0,0,KY
Rockies Hail Stroms and Central and Eastern Severe Weather,Severe Storm,6/21/23,6/26/23,0,0,AR
